Run_ID,Time,Obj_ID,Obj_X,Obj_Y,Obj_Z,Obj_Angle
0,15.7,veh2,426.043,0,85.2758,143.13
0,15.7,veh0,17.25,0,-8,90
0,15.8,SmartAlec,160,2,-2,2
0,15.8,veh1,311.103,0,111.471,26.5638
0,15.8,veh2,426.973,0,84.0358,143.13
0,15.8,veh0,17.35,0,-8,90
0,15.9,SmartAlec,161,2,-2,2
0,15.9,veh1,311.805,0,112.876,26.5638
0,15.9,veh2,427.909,0,82.7877,143.13
0,15.9,veh0,17.45,0,-8,90
0,16,SmartAlec,162,2,-2,2
0,16,veh1,312.511,0,114.289,26.5638
0,16,veh2,428.851,0,81.5317,143.13
0,16,veh0,17.55,0,-8,90
0,16.1,SmartAlec,163,2,-2,2
0,16.1,veh1,313.222,0,115.711,26.5638
0,16.1,veh2,429.799,0,80.2676,143.13
0,16.1,veh0,17.65,0,-8,90
0,16.2,SmartAlec,164,2,-2,2
0,16.2,veh1,313.938,0,117.142,26.5638
0,16.2,veh2,430.753,0,78.9956,143.13
0,16.2,veh0,17.75,0,-8,90
0,16.3,SmartAlec,165,2,-2,2
0,16.3,veh1,314.658,0,118.582,26.5638
0,16.3,veh2,431.713,0,77.7155,143.13
0,16.3,veh0,17.85,0,-8,90
0,16.4,SmartAlec,166,2,-2,2
0,16.4,veh1,315.382,0,120.031,26.5638
0,16.4,veh2,432.679,0,76.4275,143.13
0,16.4,veh0,17.95,0,-8,90
0,16.5,SmartAlec,167,2,-2,2
0,16.5,veh1,316.111,0,121.489,26.5638
0,16.5,veh2,433.651,0,75.1314,143.13
0,16.5,veh0,18.05,0,-8,90
0,16.6,SmartAlec,168,2,-2,2
0,16.6,veh1,316.845,0,122.956,26.5638
0,16.6,veh2,434.629,0,73.8274,143.13
0,16.6,veh0,18.15,0,-8,90
0,16.7,SmartAlec,169,2,-2,2
0,16.7,veh1,317.582,0,124.432,26.5638
0,16.7,veh2,435.614,0,72.5153,143.13
0,16.7,veh0,18.25,0,-8,90
0,16.8,SmartAlec,170,2,-2,2
0,16.8,veh1,318.325,0,125.917,26.5638
0,16.8,veh2,436.604,0,71.1952,143.13
0,16.8,veh0,18.35,0,-8,90
0,16.9,SmartAlec,171,2,-2,2
0,16.9,veh1,319.072,0,127.41,26.5638
0,16.9,veh2,437.6,0,69.8672,143.13
0,16.9,veh0,18.45,0,-8,90
0,17,SmartAlec,172,2,-2,2
0,17,veh1,319.823,0,128.913,26.5638
0,17,veh2,438.602,0,68.5311,143.13
0,17,veh0,18.55,0,-8,90
0,17.1,SmartAlec,173,2,-2,2
0,17.1,veh1,320.579,0,130.424,26.5638
0,17.1,veh2,439.61,0,67.1871,143.13
0,17.1,veh0,18.65,0,-8,90
0,17.2,SmartAlec,174,2,-2,2
0,17.2,veh1,321.339,0,131.945,26.5638
0,17.2,veh2,440.624,0,65.835,143.13
0,17.2,veh0,18.75,0,-8,90
0,17.3,SmartAlec,175,2,-2,2
0,17.3,veh1,322.104,0,133.475,26.5638
